,User,MCC Category,TotalSum,TotalVol,Gender,Current Age,Retirement Age,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt/Income,clusters
28,3.0,Clothing Stores,1172.33,25.0,1,81,67,33483,196,698,5,0.005853716811516292,0
29,3.0,Miscelleanous Stores,64481.91999999996,3714.0,1,81,67,33483,196,698,5,0.005853716811516292,0
30,3.0,Business Services,32111.229999999985,751.0,1,81,67,33483,196,698,5,0.005853716811516292,0
31,3.0,Professional Services and Membership Organizations,3358.9300000000007,24.0,1,81,67,33483,196,698,5,0.005853716811516292,0
32,3.0,Government Services,0.0,0.0,1,81,67,33483,196,698,5,0.005853716811516292,0
33,4.0,Agricultural Services,0.0,0.0,1,63,63,249925,202328,722,4,0.809554866459938,2
34,4.0,Contracted Services,0.0,0.0,1,63,63,249925,202328,722,4,0.809554866459938,2
35,4.0,Travel Services,165880.05,379.0,1,63,63,249925,202328,722,4,0.809554866459938,2
36,4.0,Transportation Services,2394.429999999999,60.0,1,63,63,249925,202328,722,4,0.809554866459938,2
37,4.0,Utility Services,152698.4,577.0,1,63,63,249925,202328,722,4,0.809554866459938,2
38,4.0,Retail Outlet Services,102195.26999999989,2049.0,1,63,63,249925,202328,722,4,0.809554866459938,2
39,4.0,Clothing Stores,7744.139999999999,23.0,1,63,63,249925,202328,722,4,0.809554866459938,2
40,4.0,Miscelleanous Stores,180306.32999999993,2315.0,1,63,63,249925,202328,722,4,0.809554866459938,2
41,4.0,Business Services,30761.139999999992,287.0,1,63,63,249925,202328,722,4,0.809554866459938,2
42,4.0,Professional Services and Membership Organizations,54738.639999999985,80.0,1,63,63,249925,202328,722,4,0.809554866459938,2
43,4.0,Government Services,0.0,0.0,1,63,63,249925,202328,722,4,0.809554866459938,2
44,5.0,Agricultural Services,0.0,0.0,0,43,70,109687,183855,675,1,1.676178580871024,2
45,5.0,Contracted Services,0.0,0.0,0,43,70,109687,183855,675,1,1.676178580871024,2
46,5.0,Travel Services,53296.09000000001,217.0,0,43,70,109687,183855,675,1,1.676178580871024,2
47,5.0,Transportation Services,2227.39,21.0,0,43,70,109687,183855,675,1,1.676178580871024,2
48,5.0,Utility Services,84976.96000000004,551.0,0,43,70,109687,183855,675,1,1.676178580871024,2
49,5.0,Retail Outlet Services,262507.21999999986,3276.0,0,43,70,109687,183855,675,1,1.676178580871024,3
50,5.0,Clothing Stores,23539.910000000003,186.0,0,43,70,109687,183855,675,1,1.676178580871024,2
51,5.0,Miscelleanous Stores,127613.4899999999,1640.0,0,43,70,109687,183855,675,1,1.676178580871024,2
52,5.0,Business Services,52981.329999999965,393.0,0,43,70,109687,183855,675,1,1.676178580871024,2
53,5.0,Professional Services and Membership Organizations,19166.37,100.0,0,43,70,109687,183855,675,1,1.676178580871024,2
54,5.0,Government Services,212.91,12.0,0,43,70,109687,183855,675,1,1.676178580871024,2
55,6.0,Agricultural Services,0.0,0.0,0,42,70,41997,0,704,3,0.0,0
56,6.0,Contracted Services,468.32,4.0,0,42,70,41997,0,704,3,0.0,0
57,6.0,Travel Services,10985.569999999996,127.0,0,42,70,41997,0,704,3,0.0,0
58,6.0,Transportation Services,1712.9499999999998,36.0,0,42,70,41997,0,704,3,0.0,0
59,6.0,Utility Services,172374.64,3016.0,0,42,70,41997,0,704,3,0.0,3
60,6.0,Retail Outlet Services,200962.30999999994,3008.0,0,42,70,41997,0,704,3,0.0,3
61,6.0,Clothing Stores,1787.1499999999999,49.0,0,42,70,41997,0,704,3,0.0,0
62,6.0,Miscelleanous Stores,111374.23999999998,2701.0,0,42,70,41997,0,704,3,0.0,0
63,6.0,Business Services,16918.319999999996,295.0,0,42,70,41997,0,704,3,0.0,0
64,6.0,Professional Services and Membership Organizations,14662.210000000003,87.0,0,42,70,41997,0,704,3,0.0,0
65,6.0,Government Services,0.0,0.0,0,42,70,41997,0,704,3,0.0,0
66,7.0,Agricultural Services,0.0,0.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
67,7.0,Contracted Services,804.96,3.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
68,7.0,Travel Services,38105.05000000002,211.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
69,7.0,Transportation Services,112499.89000000017,3410.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
70,7.0,Utility Services,23453.100000000013,234.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
71,7.0,Retail Outlet Services,63602.81000000001,5850.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
72,7.0,Clothing Stores,4304.5599999999995,38.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
73,7.0,Miscelleanous Stores,39497.21999999997,1263.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
74,7.0,Business Services,64782.049999999996,500.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
75,7.0,Professional Services and Membership Organizations,22486.260000000002,103.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
76,7.0,Government Services,0.0,0.0,1,36,67,51500,102286,672,3,1.9861359223300972,1
77,8.0,Agricultural Services,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
78,8.0,Contracted Services,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
79,8.0,Travel Services,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
80,8.0,Transportation Services,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
81,8.0,Utility Services,2015.77,14.0,0,26,67,54623,114711,728,1,2.100049429727404,1
82,8.0,Retail Outlet Services,3945.889999999999,100.0,0,26,67,54623,114711,728,1,2.100049429727404,1
83,8.0,Clothing Stores,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
84,8.0,Miscelleanous Stores,4746.720000000001,105.0,0,26,67,54623,114711,728,1,2.100049429727404,1
85,8.0,Business Services,87.56,3.0,0,26,67,54623,114711,728,1,2.100049429727404,1
86,8.0,Professional Services and Membership Organizations,545.56,3.0,0,26,67,54623,114711,728,1,2.100049429727404,1
87,8.0,Government Services,0.0,0.0,0,26,67,54623,114711,728,1,2.100049429727404,1
88,9.0,Agricultural Services,0.0,0.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
89,9.0,Contracted Services,0.0,0.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
90,9.0,Travel Services,32145.870000000003,197.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
91,9.0,Transportation Services,239.96000000000004,4.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
92,9.0,Utility Services,42628.40999999998,382.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
93,9.0,Retail Outlet Services,368680.36999999994,5006.0,1,81,66,42509,2895,755,5,0.06810322519936955,3
94,9.0,Clothing Stores,1522.6199999999997,23.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
95,9.0,Miscelleanous Stores,192889.90000000008,3338.0,1,81,66,42509,2895,755,5,0.06810322519936955,3
96,9.0,Business Services,71299.92999999995,863.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
97,9.0,Professional Services and Membership Organizations,8187.590000000003,49.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
98,9.0,Government Services,0.0,0.0,1,81,66,42509,2895,755,5,0.06810322519936955,0
99,10.0,Agricultural Services,0.0,0.0,1,34,60,38190,81262,810,1,2.127834511652265,1
100,10.0,Contracted Services,408.78999999999996,2.0,1,34,60,38190,81262,810,1,2.127834511652265,1
101,10.0,Travel Services,19214.330000000005,125.0,1,34,60,38190,81262,810,1,2.127834511652265,1
102,10.0,Transportation Services,1363.99,3.0,1,34,60,38190,81262,810,1,2.127834511652265,1
103,10.0,Utility Services,18656.590000000007,223.0,1,34,60,38190,81262,810,1,2.127834511652265,1
104,10.0,Retail Outlet Services,144354.0799999999,10682.0,1,34,60,38190,81262,810,1,2.127834511652265,3
105,10.0,Clothing Stores,1719.1100000000001,39.0,1,34,60,38190,81262,810,1,2.127834511652265,1
106,10.0,Miscelleanous Stores,39077.20000000004,1898.0,1,34,60,38190,81262,810,1,2.127834511652265,1
107,10.0,Business Services,38427.27000000005,704.0,1,34,60,38190,81262,810,1,2.127834511652265,1
108,10.0,Professional Services and Membership Organizations,9146.419999999998,54.0,1,34,60,38190,81262,810,1,2.127834511652265,1
109,10.0,Government Services,0.0,0.0,1,34,60,38190,81262,810,1,2.127834511652265,1
110,11.0,Agricultural Services,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
111,11.0,Contracted Services,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
112,11.0,Travel Services,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
113,11.0,Transportation Services,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
114,11.0,Utility Services,468.0899999999999,5.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
115,11.0,Retail Outlet Services,3312.560000000001,57.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
116,11.0,Clothing Stores,562.15,8.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
117,11.0,Miscelleanous Stores,1381.46,19.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
118,11.0,Business Services,132.77,1.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
119,11.0,Professional Services and Membership Organizations,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
120,11.0,Government Services,0.0,0.0,0,27,66,56164,15224,761,2,0.2710633145787337,0
121,12.0,Agricultural Services,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
122,12.0,Contracted Services,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
123,12.0,Travel Services,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
124,12.0,Transportation Services,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
125,12.0,Utility Services,949.8299999999999,11.0,1,29,63,45727,94016,629,1,2.056028167166007,1
126,12.0,Retail Outlet Services,3628.85,86.0,1,29,63,45727,94016,629,1,2.056028167166007,1
127,12.0,Clothing Stores,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
128,12.0,Miscelleanous Stores,1529.4800000000002,19.0,1,29,63,45727,94016,629,1,2.056028167166007,1
129,12.0,Business Services,183.36999999999998,5.0,1,29,63,45727,94016,629,1,2.056028167166007,1
130,12.0,Professional Services and Membership Organizations,298.95,2.0,1,29,63,45727,94016,629,1,2.056028167166007,1
131,12.0,Government Services,0.0,0.0,1,29,63,45727,94016,629,1,2.056028167166007,1
132,13.0,Agricultural Services,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
133,13.0,Contracted Services,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
134,13.0,Travel Services,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
135,13.0,Transportation Services,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
136,13.0,Utility Services,140.24,2.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
137,13.0,Retail Outlet Services,974.88,41.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
138,13.0,Clothing Stores,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
139,13.0,Miscelleanous Stores,642.9399999999999,18.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
140,13.0,Business Services,292.5,5.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
141,13.0,Professional Services and Membership Organizations,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
142,13.0,Government Services,0.0,0.0,1,18,67,69149,89214,776,1,1.2901705013810756,1
143,14.0,Agricultural Services,0.0,0.0,0,34,62,41442,78833,712,3,1.902248926210125,1
144,14.0,Contracted Services,241.51,2.0,0,34,62,41442,78833,712,3,1.902248926210125,1
145,14.0,Travel Services,32968.35,246.0,0,34,62,41442,78833,712,3,1.902248926210125,1
146,14.0,Transportation Services,15879.019999999984,871.0,0,34,62,41442,78833,712,3,1.902248926210125,1
147,14.0,Utility Services,42829.11,410.0,0,34,62,41442,78833,712,3,1.902248926210125,1
148,14.0,Retail Outlet Services,18889.889999999992,865.0,0,34,62,41442,78833,712,3,1.902248926210125,1
149,14.0,Clothing Stores,481.89000000000004,25.0,0,34,62,41442,78833,712,3,1.902248926210125,1
150,14.0,Miscelleanous Stores,11041.500000000007,417.0,0,34,62,41442,78833,712,3,1.902248926210125,1
151,14.0,Business Services,8568.63,321.0,0,34,62,41442,78833,712,3,1.902248926210125,1
152,14.0,Professional Services and Membership Organizations,2889.8400000000006,15.0,0,34,62,41442,78833,712,3,1.902248926210125,1
153,14.0,Government Services,15854.620000000004,909.0,0,34,62,41442,78833,712,3,1.902248926210125,1
154,15.0,Agricultural Services,0.0,0.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
155,15.0,Contracted Services,146.73,2.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
156,15.0,Travel Services,5934.58,66.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
157,15.0,Transportation Services,77.56,7.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
158,15.0,Utility Services,271781.37,3078.0,1,48,62,20513,32509,599,1,1.5847998830010237,3
159,15.0,Retail Outlet Services,118448.95999999989,2795.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
160,15.0,Clothing Stores,2096.9000000000005,64.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
161,15.0,Miscelleanous Stores,54850.300000000025,1381.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
162,15.0,Business Services,7954.830000000001,200.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
163,15.0,Professional Services and Membership Organizations,20106.980000000007,164.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
164,15.0,Government Services,114.47,10.0,1,48,62,20513,32509,599,1,1.5847998830010237,0
165,16.0,Agricultural Services,0.0,0.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
166,16.0,Contracted Services,154.31,2.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
167,16.0,Travel Services,3934.4100000000008,63.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
168,16.0,Transportation Services,0.0,0.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
169,16.0,Utility Services,44436.46999999999,558.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
170,16.0,Retail Outlet Services,52156.41999999988,3509.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
171,16.0,Clothing Stores,629.51,29.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
172,16.0,Miscelleanous Stores,26301.779999999984,1848.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
173,16.0,Business Services,12739.899999999994,469.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
174,16.0,Professional Services and Membership Organizations,7605.74,76.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
175,16.0,Government Services,0.0,0.0,1,41,68,23123,5079,723,6,0.21965142931280543,0
176,17.0,Agricultural Services,0.0,0.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
177,17.0,Contracted Services,950.8399999999999,4.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
178,17.0,Travel Services,17796.61,190.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
179,17.0,Transportation Services,1232.73,19.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
180,17.0,Utility Services,38122.15000000002,363.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
181,17.0,Retail Outlet Services,42124.04000000002,2211.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
182,17.0,Clothing Stores,1014.1200000000001,38.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
183,17.0,Miscelleanous Stores,22449.55000000001,803.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
184,17.0,Business Services,20250.65000000001,461.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
185,17.0,Professional Services and Membership Organizations,15821.250000000005,91.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
186,17.0,Government Services,429.69,23.0,0,54,71,36497,38333,719,6,1.0503055045620189,0
187,18.0,Agricultural Services,0.0,0.0,1,76,71,27484,16803,660,4,0.611373890263426,0
188,18.0,Contracted Services,365.93,2.0,1,76,71,27484,16803,660,4,0.611373890263426,0
189,18.0,Travel Services,32769.04000000001,245.0,1,76,71,27484,16803,660,4,0.611373890263426,0
190,18.0,Transportation Services,1380.67,30.0,1,76,71,27484,16803,660,4,0.611373890263426,0
191,18.0,Utility Services,58835.59999999999,498.0,1,76,71,27484,16803,660,4,0.611373890263426,0
192,18.0,Retail Outlet Services,24651.53000000001,930.0,1,76,71,27484,16803,660,4,0.611373890263426,0
193,18.0,Clothing Stores,2882.1,117.0,1,76,71,27484,16803,660,4,0.611373890263426,0
194,18.0,Miscelleanous Stores,25075.139999999985,754.0,1,76,71,27484,16803,660,4,0.611373890263426,0
195,18.0,Business Services,17910.930000000008,530.0,1,76,71,27484,16803,660,4,0.611373890263426,0
196,18.0,Professional Services and Membership Organizations,9680.269999999999,58.0,1,76,71,27484,16803,660,4,0.611373890263426,0
197,18.0,Government Services,665.2600000000002,28.0,1,76,71,27484,16803,660,4,0.611373890263426,0
198,19.0,Agricultural Services,0.0,0.0,0,22,68,53995,89056,683,3,1.649337901657561,1
199,19.0,Contracted Services,0.0,0.0,0,22,68,53995,89056,683,3,1.649337901657561,1
200,19.0,Travel Services,230.08000000000004,3.0,0,22,68,53995,89056,683,3,1.649337901657561,1
201,19.0,Transportation Services,0.0,0.0,0,22,68,53995,89056,683,3,1.649337901657561,1
202,19.0,Utility Services,3237.0599999999995,17.0,0,22,68,53995,89056,683,3,1.649337901657561,1
203,19.0,Retail Outlet Services,1350.32,76.0,0,22,68,53995,89056,683,3,1.649337901657561,1
204,19.0,Clothing Stores,0.0,0.0,0,22,68,53995,89056,683,3,1.649337901657561,1
205,19.0,Miscelleanous Stores,1389.2300000000002,35.0,0,22,68,53995,89056,683,3,1.649337901657561,1
206,19.0,Business Services,77.61,2.0,0,22,68,53995,89056,683,3,1.649337901657561,1
207,19.0,Professional Services and Membership Organizations,519.65,2.0,0,22,68,53995,89056,683,3,1.649337901657561,1
208,19.0,Government Services,0.0,0.0,0,22,68,53995,89056,683,3,1.649337901657561,1
209,20.0,Agricultural Services,0.0,0.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
210,20.0,Contracted Services,892.89,5.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
211,20.0,Travel Services,30231.810000000005,220.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
212,20.0,Transportation Services,29833.47000000001,1323.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
213,20.0,Utility Services,236582.03,3026.0,0,66,68,35602,55369,661,5,1.5552216167631032,3
214,20.0,Retail Outlet Services,266627.0699999997,7435.0,0,66,68,35602,55369,661,5,1.5552216167631032,3
215,20.0,Clothing Stores,2765.5099999999998,52.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
216,20.0,Miscelleanous Stores,138418.88999999972,4429.0,0,66,68,35602,55369,661,5,1.5552216167631032,3
217,20.0,Business Services,12478.979999999994,437.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
218,20.0,Professional Services and Membership Organizations,12029.34,88.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
219,20.0,Government Services,0.0,0.0,0,66,68,35602,55369,661,5,1.5552216167631032,0
220,21.0,Agricultural Services,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
221,21.0,Contracted Services,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
222,21.0,Travel Services,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
223,21.0,Transportation Services,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
224,21.0,Utility Services,5744.01,57.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
225,21.0,Retail Outlet Services,273.32,39.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
226,21.0,Clothing Stores,37.37,1.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
227,21.0,Miscelleanous Stores,168.51,8.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
228,21.0,Business Services,125.02999999999999,6.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
229,21.0,Professional Services and Membership Organizations,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
230,21.0,Government Services,0.0,0.0,0,28,57,25122,43205,819,3,1.7198073401799219,0
231,22.0,Agricultural Services,0.0,0.0,0,18,65,216740,0,700,2,0.0,0
232,22.0,Contracted Services,0.0,0.0,0,18,65,216740,0,700,2,0.0,0
233,22.0,Travel Services,262.96,3.0,0,18,65,216740,0,700,2,0.0,0
234,22.0,Transportation Services,0.0,0.0,0,18,65,216740,0,700,2,0.0,0
235,22.0,Utility Services,1231.55,6.0,0,18,65,216740,0,700,2,0.0,0
236,22.0,Retail Outlet Services,11551.569999999992,166.0,0,18,65,216740,0,700,2,0.0,0
237,22.0,Clothing Stores,462.62,2.0,0,18,65,216740,0,700,2,0.0,0
238,22.0,Miscelleanous Stores,5078.389999999999,78.0,0,18,65,216740,0,700,2,0.0,0
239,22.0,Business Services,19.07,1.0,0,18,65,216740,0,700,2,0.0,0
240,22.0,Professional Services and Membership Organizations,204.57,1.0,0,18,65,216740,0,700,2,0.0,0
241,22.0,Government Services,0.0,0.0,0,18,65,216740,0,700,2,0.0,0
242,23.0,Agricultural Services,0.0,0.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
243,23.0,Contracted Services,0.0,0.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
244,23.0,Travel Services,30824.349999999995,233.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
245,23.0,Transportation Services,653.8999999999999,5.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
246,23.0,Utility Services,34375.669999999984,591.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
247,23.0,Retail Outlet Services,58278.100000000115,5068.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
248,23.0,Clothing Stores,965.1700000000003,30.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
249,23.0,Miscelleanous Stores,26968.089999999956,824.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
250,23.0,Business Services,42743.33000000001,675.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
251,23.0,Professional Services and Membership Organizations,3406.340000000001,40.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
252,23.0,Government Services,0.0,0.0,0,76,66,41109,21486,698,2,0.5226592716923302,0
253,24.0,Agricultural Services,0.0,0.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
254,24.0,Contracted Services,885.4700000000001,10.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
255,24.0,Travel Services,4776.02,23.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
256,24.0,Transportation Services,320.68,29.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
257,24.0,Utility Services,32894.46999999998,478.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
258,24.0,Retail Outlet Services,45545.59000000002,2383.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
259,24.0,Clothing Stores,634.89,29.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
260,24.0,Miscelleanous Stores,13057.640000000007,496.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
261,24.0,Business Services,5809.939999999999,252.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
262,24.0,Professional Services and Membership Organizations,2127.9900000000002,18.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
263,24.0,Government Services,338.8,28.0,0,70,64,26858,11245,712,2,0.4186834462729913,0
264,25.0,Agricultural Services,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
265,25.0,Contracted Services,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
266,25.0,Travel Services,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
267,25.0,Transportation Services,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
268,25.0,Utility Services,337.06,3.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
269,25.0,Retail Outlet Services,1745.0300000000002,32.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
270,25.0,Clothing Stores,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
271,25.0,Miscelleanous Stores,1048.2499999999995,30.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
272,25.0,Business Services,90.87,5.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
273,25.0,Professional Services and Membership Organizations,39.14,1.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
274,25.0,Government Services,0.0,0.0,0,45,65,34929,63849,714,1,1.8279653010392511,0
